id,commonName,scientificName,pathogen,probability,evaluation,observationsEval
ID_1708185489202,Quemadura solar abiótica,Abiotic Sunburn,others,Muy probable,VERDADERO,
ID_1708184556868,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708184556868,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,FALSO,
ID_1708185622894,Podredumbre apical,Calcium Deficiency Rot,deficiency,Probable,VERDADERO,
ID_1708185622894,Quemadura solar abiótica,Abiotic Sunburn,others,Muy improbable,VERDADERO,
ID_1708185757417,Moho gris,Botrytis cinerea,fungi,Muy probable,VERDADERO,
ID_1708185960207,Podredumbre apical,Calcium Deficiency Rot,deficiency,Muy probable,VERDADERO,
ID_1708185687137,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708185687137,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708202960420,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1708202960420,Roya del cafeto,Hemileia vastatrix,fungi,Improbable,FALSO,
ID_1708202960420,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1708202781671,Tizón de la base del tallo,Athelia rolfsii,fungi,Posible,VERDADERO,
ID_1708202781671,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Posible,VERDADERO,
ID_1708202781671,Cochinillas harinosas,Pseudococcidae,insect,Muy improbable,VERDADERO,
ID_1708206122273,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708206122273,Moho gris,Botrytis cinerea,fungi,Muy improbable,VERDADERO,
ID_1708212967402,Tizón temprano,Alternaria solani,fungi,Improbable,VERDADERO,
ID_1708212967402,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Improbable,VERDADERO,
ID_1708212967402,Peste negra del tomate,TSWV,virus,Improbable,No lo sé,
ID_1708213165892,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708214985209,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708214985209,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708214985209,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,VERDADERO,
ID_1708216916075,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy probable,VERDADERO,
ID_1708217062566,Bacteriosis de la Raya del Maíz,Pseudomonas syringae pv. syringae,bacteria,Probable,VERDADERO,
ID_1708217062566,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Muy improbable,VERDADERO,
ID_1708217248035,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708263220819,Trips amarillo,Scirtothrips dorsalis,insect,Posible,VERDADERO,
ID_1708263220819,Saludables,Healthy,others,Improbable,VERDADERO,
ID_1708263220819,Virus del enrollamiento de la hoja del chile,CLCV,virus,Muy improbable,VERDADERO,
ID_1708263975259,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Probable,VERDADERO,
ID_1708263975259,Deficiencia de hierro,Iron Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708264264900,Quemadura solar abiótica,Abiotic Sunburn,others,Posible,VERDADERO,
ID_1708264264900,Saludables,Healthy,others,Improbable,VERDADERO,
ID_1708264264900,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy improbable,VERDADERO,
ID_1708264868690,Trips amarillo,Scirtothrips dorsalis,insect,Probable,VERDADERO,
ID_1708264868690,Virus del enrollamiento de la hoja del chile,CLCV,virus,Improbable,VERDADERO,
ID_1708264868690,Virus del mosaico del pepino en el pimiento,CMV,virus,Muy improbable,VERDADERO,
ID_1708266846204,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1708266846204,Pulgón negro de los cítricos,Toxoptera aurantii,insect,Muy improbable,VERDADERO,
ID_1708266846204,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708290929262,Peste negra del tomate,TSWV,virus,Probable,VERDADERO,
ID_1708290929262,Antracnosis del Pimiento,Colletotrichum sp.,fungi,Muy improbable,VERDADERO,
ID_1708291110748,Cercosporiosis del pimiento,Cercospora capsici,fungi,Muy probable,VERDADERO,
ID_1708291110748,Antracnosis del Pimiento,Colletotrichum sp.,fungi,Muy improbable,VERDADERO,
ID_1708301659200,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1708349647417,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708349647417,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708349647417,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708349786317,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708349786317,Bacteriosis de la Raya del Maíz,Pseudomonas syringae pv. syringae,bacteria,Muy improbable,VERDADERO,
ID_1708368426847,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708368490312,Tizón tardío de la papa,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1708368626476,Tizón tardío de la papa,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708368626476,Polilla de la Papa,Phthorimaea operculella,insect,Muy improbable,FALSO,
ID_1708368706543,Trips o arañuelas,Thysanoptera,insect,Muy probable,VERDADERO,
ID_1708368706543,Áfidos o pulgones,Aphis,insect,Muy improbable,FALSO,
ID_1708368766036,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708368766036,Mancha Algal del Mango,Cephaleuros virescens,others,Muy improbable,FALSO,
ID_1708370547909,Oruga de la calabaza,Diaphania indica,insect,Improbable,VERDADERO,
ID_1708370547909,Áfidos o pulgones,Aphis,insect,Improbable,VERDADERO,
ID_1708370547909,Escarabajo de las hojas,Epilachna vigintioctopunctata,insect,Improbable,VERDADERO,
ID_1708360227973,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Posible,VERDADERO,
ID_1708360227973,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Improbable,VERDADERO,
ID_1708360227973,Roya del Maíz,Puccinia polysora,fungi,Improbable,VERDADERO,
ID_1708377199302,Mancha de asfalto,Phyllachora maydis,fungi,Muy probable,VERDADERO,
ID_1708377252409,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708378414504,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708378482705,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708378695840,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708378768861,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708378768861,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,No lo sé,
ID_1708378865457,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708378970622,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708384470419,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708384470419,Fumagina,Pezizomycotina,fungi,Muy improbable,VERDADERO,
ID_1708384470419,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,VERDADERO,
ID_1708384737976,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708385215772,Saludables,Healthy,others,Muy probable,VERDADERO,
ID_1708385568871,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708385568871,Podredumbre de la Mazorca por Fusarium,Fusarium verticillioides,fungi,Muy improbable,VERDADERO,
ID_1708385788109,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708385896685,Saludables,Healthy,others,Probable,VERDADERO,
ID_1708396211203,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Muy probable,VERDADERO,
ID_1708396211203,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1708397362868,Tizón tardío de la papa,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1708397362868,Polilla de la Papa,Phthorimaea operculella,insect,Muy improbable,VERDADERO,
ID_1708398196382,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Posible,VERDADERO,
ID_1708398196382,Mildiú lanoso,Peronosporales,fungi,Improbable,VERDADERO,
ID_1708398196382,Mancha por alternaria,Alternaria brassicae,fungi,Muy improbable,VERDADERO,
ID_1708398341435,Virus del enrollamiento de la hoja de papa,PLRV,virus,Posible,VERDADERO,
ID_1708398341435,Tizón tardío de la papa,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708398341435,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Muy improbable,VERDADERO,
ID_1708439923038,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1708440373527,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708443166573,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708452468054,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Probable,VERDADERO,
ID_1708452468054,Mildiú lanoso,Peronosporales,fungi,Muy improbable,FALSO,
ID_1708452468054,Cancro de la base del tallo,Plenodomus lingam,fungi,Muy improbable,FALSO,
ID_1708453327409,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708456600464,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1708456895465,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1708458471539,Moho gris del tomate,Mycovellosiella fulva,fungi,Probable,VERDADERO,
ID_1708458471539,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708459792162,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,VERDADERO,
ID_1708459597057,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708459941563,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Probable,VERDADERO,
ID_1708459941563,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy improbable,VERDADERO,
ID_1708459941563,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Muy improbable,VERDADERO,
ID_1708460320060,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Muy probable,VERDADERO,
ID_1708460320060,Mancha Gris del Maíz,Cercospora zeae-maydis,fungi,Muy improbable,VERDADERO,
ID_1708460583661,Áfidos o pulgones,Aphis,insect,Muy probable,VERDADERO,
ID_1708460762467,Virus del mosaico común del frijol,BCMV,virus,Muy probable,FALSO,
ID_1708460978271,Virus del mosaico común del frijol,BCMV,virus,Probable,VERDADERO,
ID_1708460978271,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708460978271,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708461174023,Virus del mosaico común del frijol,BCMV,virus,Probable,VERDADERO,
ID_1708461174023,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1708461174023,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708461174023,Virus del mosaico común del frijol,BCMV,virus,Probable,VERDADERO,
ID_1708461174023,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1708461174023,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708519179078,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708527832848,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1708527028086,Deficiencia de potasio,Potassium Deficiency,deficiency,Probable,FALSO,
ID_1708527028086,Tizón temprano,Alternaria solani,fungi,Muy improbable,FALSO,
ID_1708528341623,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1708528341623,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1708528341623,Oídio,Erysiphaceae,fungi,Muy improbable,VERDADERO,
ID_1708528677240,Trips amarillo,Scirtothrips dorsalis,insect,Posible,VERDADERO,
ID_1708528677240,Virus del enrollamiento de la hoja del chile,CLCV,virus,Improbable,VERDADERO,
ID_1708528677240,Enfermedad del enrollamiento de la hoja del tabaco,Tobacco leaf curl disease,virus,Muy improbable,VERDADERO,
ID_1708528944619,Quema foliar en la cebolla,Pleospora allii,fungi,Probable,VERDADERO,
ID_1708528944619,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1708528944619,Botritis de la Cebolla,Botryotinia squamosa,fungi,Muy improbable,VERDADERO,
ID_1708529378160,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1708529378160,Quema foliar en la cebolla,Pleospora allii,fungi,Improbable,VERDADERO,
ID_1708529378160,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1708529728426,Botritis de la Cebolla,Botryotinia squamosa,fungi,Probable,VERDADERO,
ID_1708529728426,Roya del Puerro,Puccinia porri,fungi,Muy improbable,VERDADERO,
ID_1708529728426,Quema foliar en la cebolla,Pleospora allii,fungi,Muy improbable,VERDADERO,
ID_1708527028086,Deficiencia de potasio,Potassium Deficiency,deficiency,Probable,FALSO,
ID_1708527028086,Tizón temprano,Alternaria solani,fungi,Muy improbable,FALSO,
ID_1708533812075,Tizón temprano,Alternaria solani,fungi,Probable,FALSO,
ID_1708533812075,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,FALSO,
ID_1708533812075,Moho gris del tomate,Mycovellosiella fulva,fungi,Muy improbable,VERDADERO,
ID_1708533812075,Tizón temprano,Alternaria solani,fungi,Probable,FALSO,
ID_1708533812075,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Muy improbable,FALSO,
ID_1708533812075,Moho gris del tomate,Mycovellosiella fulva,fungi,Muy improbable,VERDADERO,
ID_1708553655038,Mosca blanca,Aleyrodidae,insect,Muy probable,VERDADERO,
ID_1708557525159,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708558774063,Mancha de asfalto,Phyllachora maydis,fungi,Probable,VERDADERO,
ID_1708558774063,Roya Común del Maíz,Puccinia sorghi,fungi,Muy improbable,VERDADERO,
ID_1708562992811,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708562992811,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708562992811,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1708562992811,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708564050780,Minador del cafeto,Leucoptera sp.,insect,Posible,VERDADERO,
ID_1708564050780,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1708564050780,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1708564382404,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Posible,VERDADERO,
ID_1708564382404,Deficiencia de potasio,Potassium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1708569540069,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708569540069,Moho gris del tomate,Mycovellosiella fulva,fungi,Muy improbable,VERDADERO,
ID_1708569540069,Mosca blanca,Aleyrodidae,insect,Muy improbable,VERDADERO,
ID_1708569750010,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy probable,FALSO,
ID_1708570109838,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708571426337,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708571949883,Saludables,Healthy,others,Improbable,FALSO,
ID_1708571949883,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,FALSO,
ID_1708571949883,Fumagina,Pezizomycotina,fungi,Muy improbable,FALSO,
ID_1708572666790,Saludables,Healthy,others,Posible,FALSO,
ID_1708572666790,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,FALSO,
ID_1708572666790,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1708573691121,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708573929843,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708575319862,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708575319862,Mancha Algal del Mango,Cephaleuros virescens,others,Muy improbable,FALSO,
ID_1708575319862,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708575319862,Mancha Algal del Mango,Cephaleuros virescens,others,Muy improbable,FALSO,
ID_1708576238697,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Probable,VERDADERO,
ID_1708576238697,Mancha Foliar de Bipolaris,Cochliobolus heterostrophus,fungi,Muy improbable,VERDADERO,
ID_1708576238697,Mancha Ocular del Maíz,Kabatiella zeae,fungi,Muy improbable,VERDADERO,
ID_1708576649236,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1708613004681,Gusano bellotero del algodón,Helicoverpa armigera,insect,Posible,VERDADERO,
ID_1708613004681,Cogollero del maíz,Spodoptera frugiperda,insect,Muy improbable,VERDADERO,
ID_1708613004681,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1708615827672,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708615988922,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1708616297730,Virus del mosaico amarillo del frijol mungo,MYMV,virus,Probable,VERDADERO,
ID_1708616570040,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708616570040,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1708616536041,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708617034386,Saludables,Healthy,others,Improbable,FALSO,
ID_1708617034386,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1708617034386,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,FALSO,
ID_1708617281093,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1708618438029,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708618438029,Moho gris,Botrytis cinerea,fungi,Improbable,VERDADERO,
ID_1708618438029,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708622879046,Tizón temprano,Alternaria solani,fungi,Posible,VERDADERO,
ID_1708622879046,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,FALSO,
ID_1708622879046,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708622879046,Tizón temprano,Alternaria solani,fungi,Posible,VERDADERO,
ID_1708622879046,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,FALSO,
ID_1708622879046,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1708649587329,Virus del mosaico del pepino en el pimiento,CMV,virus,Probable,VERDADERO,
ID_1708649587329,Peste negra del tomate,TSWV,virus,Muy improbable,VERDADERO,
ID_1708649587329,Virus del mosaico de la alfalfa,AMV,virus,Muy improbable,VERDADERO,
ID_1708655454842,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1708655546727,Virus del mosaico del pepino en el pimiento,CMV,virus,Probable,VERDADERO,
ID_1708655546727,Peste negra del tomate,TSWV,virus,Muy improbable,VERDADERO,
ID_1708655546727,Virus del enrollamiento de la hoja del chile,CLCV,virus,Muy improbable,VERDADERO,
ID_1708655747011,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,FALSO,
ID_1708655747011,Moho gris,Botrytis cinerea,fungi,Improbable,VERDADERO,
ID_1708655747011,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708656964520,Virus del mosaico del pepino en el pimiento,CMV,virus,Posible,VERDADERO,
ID_1708656964520,Virus del enrollamiento de la hoja del chile,CLCV,virus,Improbable,FALSO,
ID_1708656964520,Peste negra del tomate,TSWV,virus,Muy improbable,FALSO,
ID_1708714709902,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,FALSO,
ID_1708714709902,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,No lo sé,
ID_1708714709902,Trips o arañuelas,Thysanoptera,insect,Muy improbable,FALSO,
ID_1708715063989,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Posible,VERDADERO,
ID_1708715063989,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy improbable,VERDADERO,
ID_1708715063989,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1708715237384,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1708715342384,Tizón tardío de la papa,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1708715342384,Polilla de la Papa,Phthorimaea operculella,insect,Muy improbable,FALSO,
ID_1708715706251,Quema foliar en la cebolla,Pleospora allii,fungi,Probable,VERDADERO,
ID_1708715706251,Botritis de la Cebolla,Botryotinia squamosa,fungi,Muy improbable,VERDADERO,
ID_1708715706251,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1708717462172,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708712688404,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Probable,FALSO,
ID_1708712688404,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy improbable,VERDADERO,
ID_1708920278243,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1708990062793,Cogollero del maíz,Spodoptera frugiperda,insect,Posible,VERDADERO,
ID_1708990062793,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,FALSO,
ID_1708990062793,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1709060058507,Trips amarillo,Scirtothrips dorsalis,insect,Probable,VERDADERO,
ID_1709060058507,Ácaro blanco,Polyphagotarsonemus latus,mite,Muy improbable,FALSO,
ID_1709060058507,Áfidos o pulgones,Aphis,insect,Muy improbable,FALSO,
ID_1709069850986,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1709070072460,Tizón bacteriano de la panícula,Burkholderia glumae,bacteria,Probable,VERDADERO,
ID_1709070072460,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Muy improbable,VERDADERO,
ID_1709070072460,Podredumbre de la vaina del arroz,Sarocladium oryzae,fungi,Muy improbable,VERDADERO,
ID_1709070097515,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,VERDADERO,
ID_1709070097515,Podredumbre de la vaina del arroz,Sarocladium oryzae,fungi,Muy improbable,VERDADERO,
ID_1709070097515,Tizón bacteriano de la panícula,Burkholderia glumae,bacteria,Muy improbable,VERDADERO,
ID_1709070435797,Mancha marrón del arroz,Cochliobolus miyabeanus,fungi,Probable,No lo sé,
ID_1709070435797,Falso carbón,Villosiclava virens,fungi,Muy improbable,VERDADERO,
ID_1709070435797,Cercosporiosis del Arroz,Sphaerulina oryzina,fungi,Muy improbable,VERDADERO,
ID_1709080130698,Oruga de la calabaza,Diaphania indica,insect,Posible,VERDADERO,
ID_1709080130698,Gusano bellotero del algodón,Helicoverpa armigera,insect,Improbable,VERDADERO,
ID_1709080130698,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709080560409,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709080560409,Moho gris,Botrytis cinerea,fungi,Muy improbable,VERDADERO,
ID_1709080560409,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709080560409,Moho gris,Botrytis cinerea,fungi,Muy improbable,VERDADERO,
ID_1709081395650,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,VERDADERO,
ID_1709081744568,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy probable,VERDADERO,
ID_1709082096028,Cercosporiosis del pimiento,Cercospora capsici,fungi,Probable,VERDADERO,
ID_1709082096028,Antracnosis del Pimiento,Colletotrichum sp.,fungi,Muy improbable,VERDADERO,
ID_1709082096028,Podredumbre apical,Calcium Deficiency Rot,deficiency,Muy improbable,VERDADERO,
ID_1709082538046,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709129574098,Tizón tardío del tomate,Phytophthora infestans,fungi,Posible,VERDADERO,
ID_1709129574098,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1709129574098,Deficiencia de potasio,Potassium Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1709129574098,Tizón tardío del tomate,Phytophthora infestans,fungi,Posible,VERDADERO,
ID_1709129574098,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,FALSO,
ID_1709129574098,Deficiencia de potasio,Potassium Deficiency,deficiency,Muy improbable,FALSO,
ID_1709130147837,Mancha de hierro,Mycosphaerella coffeicola,fungi,Posible,VERDADERO,
ID_1709130147837,Roya del cafeto,Hemileia vastatrix,fungi,Posible,FALSO,
ID_1709130147837,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1709131448172,Mancha de hierro,Mycosphaerella coffeicola,fungi,Posible,No lo sé,
ID_1709131448172,Roya del cafeto,Hemileia vastatrix,fungi,Improbable,FALSO,
ID_1709131448172,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1709131389687,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1709131389687,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709131389687,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709141787240,Grano Purpúreo de la Soja,Cercospora kikuchii,fungi,Probable,VERDADERO,
ID_1709141787240,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1709141787240,Araña roja (ácaro),Tetranychidae,mite,Muy improbable,VERDADERO,
ID_1709142745234,Trips amarillo,Scirtothrips dorsalis,insect,Posible,VERDADERO,
ID_1709142745234,Virus del enrollamiento de la hoja del chile,CLCV,virus,Improbable,VERDADERO,
ID_1709142745234,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1709147033186,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1709147033186,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709147033186,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709147169023,Oruga del tabaco,Spodoptera litura,insect,Probable,VERDADERO,
ID_1709147169023,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy improbable,VERDADERO,
ID_1709147456090,Moscas minadoras o minadores,Agromyzidae,insect,Posible,VERDADERO,
ID_1709147456090,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709147456090,Quema foliar en la cebolla,Pleospora allii,fungi,Muy improbable,VERDADERO,
ID_1709147612891,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,VERDADERO,
ID_1709147612891,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709147612891,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1709147834667,Moscas minadoras o minadores,Agromyzidae,insect,Posible,VERDADERO,
ID_1709147834667,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709147834667,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
